seqnames,start,end,width,strand,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS
chr8,109704625,109705690,1066,*,810.7109,-2.707181,0.1994401,-13.57391,5.718997e-42,6.934652e-41,Promoter (<=1kb),8,109705546,109724932,19387,1,75871,ENSMUST00000212964.1,0
chr7,25680148,25681327,1180,*,2366.391,-2.408571,0.1774603,-13.57245,5.833904e-42,7.073027e-41,Promoter (<=1kb),7,25680780,25686558,5779,1,232987,ENSMUST00000205658.1,0
chr1,171360259,171361697,1439,*,1362.014,-2.594926,0.1912109,-13.57102,5.948911e-42,7.211484e-41,Promoter (<=1kb),1,171358446,171360798,2353,2,68874,ENSMUST00000061878.4,0
chr14,47472315,47473516,1202,*,828.2946,-2.686529,0.1980777,-13.56301,6.635929e-42,8.043223e-41,Promoter (<=1kb),14,47472561,47531954,59394,1,78938,ENSMUST00000043112.8,0
chr1,132007223,132007748,526,*,479.4956,-3.04973,0.2248625,-13.56265,6.668468e-42,8.081569e-41,Promoter (<=1kb),1,132007607,132026448,18842,1,13714,ENSMUST00000086556.11,0
chr2,71055224,71056208,985,*,1167.84,-2.566716,0.1892611,-13.56177,6.748435e-42,8.17627e-41,Promoter (<=1kb),2,70964561,71055583,91023,2,228019,ENSMUST00000100037.8,0
chr7,127025117,127025532,416,*,528.9886,-3.224819,0.237838,-13.55889,7.019305e-42,8.5033e-41,Promoter (<=1kb),7,127023050,127025132,2083,2,17188,ENSMUST00000206953.1,0
chr10,128524737,128526617,1881,*,3008.407,-2.420788,0.1785904,-13.55497,7.403791e-42,8.964222e-41,Promoter (<=1kb),10,128509965,128525870,15906,2,23943,ENSMUST00000026427.7,0
chr19,7382168,7383451,1284,*,688.0758,-2.83701,0.2093138,-13.55386,7.517275e-42,9.099164e-41,Promoter (<=1kb),19,7382537,7383561,1025,1,654802,ENSMUST00000186160.2,0
chr8,4324664,4325856,1193,*,1595.735,-2.562115,0.189046,-13.55287,7.619595e-42,9.220523e-41,Promoter (<=1kb),8,4285382,4325413,40032,2,15568,ENSMUST00000098950.5,0
chr7,64057521,64058839,1319,*,1269.775,-2.547253,0.1879592,-13.55216,7.692998e-42,9.308091e-41,Exon (ENSMUST00000206468.1/ENSMUST00000206468.1, exon 1 of 3),7,64153835,64269775,115941,1,17364,ENSMUST00000085222.11,-94996
chr8,33385008,33385858,851,*,752.9843,-2.775658,0.2048719,-13.54826,8.113132e-42,9.812452e-41,Promoter (<=1kb),8,33234384,33385527,151144,2,22427,ENSMUST00000033991.12,0
chr15,75841552,75842389,838,*,925.6636,-2.635883,0.1945658,-13.54751,8.196188e-42,9.910229e-41,Promoter (<=1kb),15,75754430,75841915,87486,2,223642,ENSMUST00000100538.3,0
chr3,88835015,88835594,580,*,714.4282,-2.903302,0.2143387,-13.54539,8.436066e-42,1.019889e-40,Promoter (<=1kb),3,88835231,88910103,74873,1,76022,ENSMUST00000107498.8,0
chr15,27466039,27466771,733,*,355.4344,-3.443899,0.2542567,-13.54497,8.484961e-42,1.025662e-40,Promoter (<=1kb),15,27466677,27594909,128233,1,11732,ENSMUST00000022875.6,0
chr5,72559108,72560085,978,*,1510.35,-2.510698,0.1853937,-13.54252,8.772672e-42,1.060155e-40,Promoter (<=1kb),5,72513301,72559684,46384,2,100978,ENSMUST00000087216.11,0
chr15,97784695,97784986,292,*,208.6385,-4.076856,0.3010582,-13.54175,8.864956e-42,1.071018e-40,Promoter (<=1kb),15,97784489,97791247,6759,1,67739,ENSMUST00000229084.1,206
chr7,100706000,100707036,1037,*,1631.611,-2.476898,0.1829099,-13.54163,8.879619e-42,1.072645e-40,Promoter (<=1kb),7,100706635,100841381,134747,1,319604,ENSMUST00000107042.8,0
chr9,78108902,78109291,390,*,928.6504,-2.667655,0.1970127,-13.54052,9.014715e-42,1.088817e-40,Promoter (<=1kb),9,78109192,78167938,58747,1,56542,ENSMUST00000118869.7,0
chr3,108751567,108752080,514,*,196.0667,-4.811359,0.3553895,-13.53827,9.294957e-42,1.122514e-40,Promoter (<=1kb),3,108752526,108762096,9571,1,329738,ENSMUST00000150998.2,-446
chr11,70239042,70239294,253,*,157.1036,-5.753212,0.4249717,-13.53787,9.345986e-42,1.128524e-40,Promoter (<=1kb),11,70238127,70239058,932,2,52898,ENSMUST00000141880.1,0
chr18,53861693,53862498,806,*,1231.531,-2.54856,0.1882577,-13.53762,9.378407e-42,1.132287e-40,Promoter (<=1kb),18,53862122,53955548,93427,1,70425,ENSMUST00000069597.7,0
chr7,46795325,46796296,972,*,1056.711,-2.615966,0.193247,-13.5369,9.469749e-42,1.14316e-40,Promoter (<=1kb),7,46796103,46823800,27698,1,14884,ENSMUST00000006774.10,0
chr6,54816324,54816948,625,*,911.4682,-2.818002,0.2082143,-13.53414,9.83244e-42,1.186464e-40,Promoter (<=1kb),6,54816916,54893500,76585,1,387524,ENSMUST00000079869.12,0
chr10,120226698,120227949,1252,*,741.7488,-2.94987,0.2179639,-13.53375,9.884669e-42,1.192605e-40,Promoter (<=1kb),10,120227070,120232582,5513,1,66225,ENSMUST00000020444.15,0
chr9,63398615,63399766,1152,*,596.2959,-2.925502,0.2161653,-13.53364,9.900231e-42,1.194322e-40,Promoter (<=1kb),9,63394447,63398827,4381,2,69478,ENSMUST00000186165.1,0
chr19,10949070,10949541,472,*,905.7329,-2.680213,0.1980932,-13.53006,1.039429e-41,1.253586e-40,Promoter (<=1kb),19,10941481,10949266,7786,2,108673,ENSMUST00000025639.6,0
chr7,140857047,140857790,744,*,945.4848,-2.62839,0.1942664,-13.52982,1.042778e-41,1.257455e-40,Promoter (<=1kb),7,140857315,140858342,1028,1,101489,ENSMUST00000151384.1,0
chr19,24279579,24280794,1216,*,755.4038,-2.763146,0.2042382,-13.52904,1.053968e-41,1.270778e-40,Promoter (<=1kb),19,24261453,24280605,19153,2,14297,ENSMUST00000081333.10,0
chr18,31803682,31804620,939,*,1220.61,-2.591925,0.1916055,-13.5274,1.077652e-41,1.299159e-40,Promoter (<=1kb),18,31804090,31828852,24763,1,74320,ENSMUST00000234302.1,0
chr12,24650786,24651480,695,*,971.1143,-2.702966,0.1998399,-13.52566,1.103494e-41,1.329954e-40,Promoter (<=1kb),12,24651274,24662789,11516,1,194655,ENSMUST00000020982.6,0
chr14,59200642,59202023,1382,*,789.6844,-2.933367,0.2168903,-13.52466,1.11866e-41,1.34787e-40,Promoter (<=1kb),14,59201209,59223214,22006,1,71330,ENSMUST00000173547.7,0
chr4,118134580,118135556,977,*,1093.618,-2.653743,0.1962245,-13.52402,1.128402e-41,1.359426e-40,Promoter (<=1kb),4,117932154,118134890,202737,2,20441,ENSMUST00000030263.8,0
chr3,40799421,40800858,1438,*,1298.789,-2.654023,0.1962532,-13.52347,1.136883e-41,1.369458e-40,Promoter (<=1kb),3,40800019,40816883,16865,1,20873,ENSMUST00000026858.10,0
chr4,34614513,34615310,798,*,1092.304,-2.571485,0.1901817,-13.5212,1.172486e-41,1.412155e-40,Promoter (<=1kb),4,34614957,34660167,45211,1,109093,ENSMUST00000029968.13,0
chr11,75467700,75468360,661,*,375.9145,-3.210676,0.2374604,-13.52089,1.177433e-41,1.417922e-40,Promoter (<=1kb),11,75468079,75470657,2579,1,380712,ENSMUST00000043598.13,0
chr8,23237159,23238112,954,*,2121.638,-2.432455,0.1799159,-13.51996,1.192476e-41,1.435845e-40,Promoter (<=1kb),8,23226616,23237659,11044,2,109145,ENSMUST00000033950.6,0
chr6,85587181,85588262,1082,*,915.5008,-2.675108,0.1978777,-13.519,1.208096e-41,1.454262e-40,Promoter (<=1kb),6,85587531,85702753,115223,1,236266,ENSMUST00000072018.5,0
chr4,148557895,148559015,1121,*,780.8948,-2.855865,0.2112757,-13.51724,1.237252e-41,1.488758e-40,Promoter (<=1kb),4,148558429,148582401,23973,1,50912,ENSMUST00000017408.13,0
chr4,107889433,107890381,949,*,990.9895,-2.620609,0.1938952,-13.5156,1.265257e-41,1.522048e-40,Promoter (<=1kb),4,107889813,107899384,9572,1,74098,ENSMUST00000135454.7,0
chr5,108660022,108661139,1118,*,862.9383,-2.703121,0.200021,-13.51418,1.289814e-41,1.55138e-40,Promoter (<=1kb),5,108646693,108660811,14119,2,110524,ENSMUST00000053913.12,0
chr13,19177576,19178758,1183,*,950.4931,-2.789385,0.2064767,-13.50944,1.375596e-41,1.653447e-40,5' UTR,13,19119789,19142012,22224,1,218038,ENSMUST00000197545.1,57787
chr2,132577467,132578551,1085,*,1353.872,-2.692823,0.1993541,-13.50774,1.407761e-41,1.691883e-40,Promoter (<=1kb),2,132529082,132578178,49097,2,74182,ENSMUST00000148833.7,0
chr12,101912422,101913574,1153,*,1048.37,-2.616545,0.193714,-13.50726,1.417017e-41,1.70255e-40,Promoter (<=1kb),12,101913240,101915335,2096,1,100504056,ENSMUST00000177547.1,0
chr7,4684611,4685598,988,*,1987.389,-2.461851,0.1822692,-13.50668,1.428279e-41,1.71585e-40,Promoter (<=1kb),7,4660521,4685068,24548,2,66245,ENSMUST00000079970.5,0
chr7,30664653,30665669,1017,*,678.0428,-2.783898,0.2061451,-13.50456,1.46998e-41,1.764527e-40,Promoter (<=1kb),7,30641001,30664937,23937,2,71909,ENSMUST00000146232.1,0
chr5,137779535,137780031,497,*,223.3857,-3.93716,0.291554,-13.50405,1.480054e-41,1.776145e-40,Promoter (<=1kb),5,137779544,137780110,567,1,69871,ENSMUST00000152298.1,0
chr11,97361853,97362533,681,*,589.6043,-3.10402,0.2298692,-13.50342,1.492811e-41,1.791213e-40,Promoter (<=1kb),11,97362435,97398542,36108,1,192157,ENSMUST00000238729.1,0
chr9,57764718,57765344,627,*,484.2411,-3.204648,0.2373532,-13.5016,1.530173e-41,1.835798e-40,Promoter (<=1kb),9,57750624,57765103,14480,2,102414,ENSMUST00000216095.1,0
chrX,100625685,100626800,1116,*,1107.157,-2.573784,0.1906283,-13.50158,1.530499e-41,1.835943e-40,Promoter (<=1kb),20,100625737,100727214,101478,1,16571,ENSMUST00000048962.3,0
chr17,13007456,13008470,1015,*,1414.935,-2.591345,0.1919389,-13.50088,1.54513e-41,1.853245e-40,Promoter (<=1kb),17,13007996,13040063,32068,1,102639918,ENSMUST00000232726.1,0
chr8,23255685,23257509,1825,*,1622.418,-2.597582,0.1924674,-13.49622,1.646152e-41,1.973884e-40,Promoter (<=1kb),8,23241346,23257074,15729,2,57437,ENSMUST00000051094.8,0
chr4,134287627,134288221,595,*,493.4707,-3.424284,0.2537341,-13.49556,1.660792e-41,1.991171e-40,Promoter (<=1kb),4,134275002,134287895,12894,2,230809,ENSMUST00000061234.13,0
chr15,102670483,102671479,997,*,1382.285,-2.518659,0.1866449,-13.49439,1.687475e-41,2.022621e-40,Promoter (<=1kb),15,102662864,102671127,8264,2,67942,ENSMUST00000185641.6,0
chr11,3265698,3266782,1085,*,1257.173,-2.611178,0.1935019,-13.49433,1.688829e-41,2.023974e-40,Promoter (<=1kb),11,3249907,3266393,16487,2,13494,ENSMUST00000020741.11,0
chr11,58904830,58905085,256,*,233.9755,-3.877686,0.2873802,-13.49323,1.714291e-41,2.054214e-40,Promoter (<=1kb),11,58888153,58904225,16073,2,22698,ENSMUST00000102703.1,-605
chr1,37997689,37998246,558,*,650.1715,-3.033302,0.2248154,-13.49241,1.733407e-41,2.076842e-40,Promoter (<=1kb),1,37998010,38055579,57570,1,226982,ENSMUST00000027252.7,0
chr6,119847780,119848876,1097,*,763.679,-2.777248,0.2058458,-13.49189,1.745747e-41,2.091347e-40,Promoter (<=1kb),6,119570796,119848150,277355,2,111173,ENSMUST00000183703.7,0
chr19,37206606,37207204,599,*,307.0432,-3.645133,0.2702158,-13.48971,1.79805e-41,2.153716e-40,Promoter (<=1kb),19,37023935,37207293,183359,2,208922,ENSMUST00000132580.7,89
chr1,74391067,74391754,688,*,638.4216,-2.850779,0.2113373,-13.48924,1.809655e-41,2.167327e-40,Promoter (<=1kb),1,74391509,74397285,5777,1,227292,ENSMUST00000027367.13,0
chr12,28635288,28636374,1087,*,1229.348,-2.558645,0.1897085,-13.48725,1.859092e-41,2.22594e-40,Promoter (<=1kb),12,28630854,28635953,5100,2,20115,ENSMUST00000074267.4,0
chr8,84872581,84873018,438,*,230.9242,-3.870307,0.2869881,-13.48595,1.892089e-41,2.264843e-40,Promoter (<=1kb),8,84872438,84886002,13565,1,71846,ENSMUST00000144466.1,143
chr13,81782817,81784054,1238,*,3699.948,-2.448936,0.1816007,-13.48528,1.909485e-41,2.28536e-40,Promoter (<=1kb),13,81783077,81797155,14079,1,12626,ENSMUST00000022009.9,0
chr19,8774291,8774920,630,*,619.3497,-2.884244,0.2139539,-13.48068,2.032193e-41,2.431248e-40,Promoter (<=1kb),19,8772525,8774467,1943,2,67706,ENSMUST00000237634.1,0
chr6,145210557,145212204,1648,*,2626.286,-2.420004,0.1795301,-13.47965,2.060716e-41,2.464714e-40,Promoter (<=1kb),6,145174834,145210791,35958,2,320662,ENSMUST00000111728.7,0
chr1,93801681,93802256,576,*,1556.001,-2.499618,0.1854595,-13.47797,2.108263e-41,2.520908e-40,Promoter (<=1kb),1,93792576,93801934,9359,2,21915,ENSMUST00000027503.13,0
chr19,60860955,60861840,886,*,1630.78,-2.506771,0.1860083,-13.47666,2.145944e-41,2.565623e-40,Promoter (<=1kb),19,60837277,60861427,24151,2,94281,ENSMUST00000080806.9,0
chr7,89980206,89981622,1417,*,2220.176,-2.404133,0.1783958,-13.47639,2.153762e-41,2.574625e-40,Promoter (<=1kb),7,89954654,89980976,26323,2,13626,ENSMUST00000238981.1,0
chr16,8636806,8638208,1403,*,1272.542,-2.56532,0.1903707,-13.47539,2.183301e-41,2.609588e-40,Promoter (<=1kb),16,8637674,8657531,19858,1,54128,ENSMUST00000023396.9,0
chr7,122101619,122102294,676,*,816.8039,-2.799924,0.2077999,-13.47413,2.22078e-41,2.652968e-40,Promoter (<=1kb),7,122085403,122101886,16484,2,70316,ENSMUST00000033157.9,0
chr13,55513092,55513845,754,*,517.7259,-3.064659,0.227473,-13.47262,2.266623e-41,2.707371e-40,Promoter (<=1kb),13,55495795,55513438,17644,2,67399,ENSMUST00000155098.7,0
chr11,29547342,29548580,1239,*,1994.142,-2.521737,0.1871797,-13.47228,2.277326e-41,2.719793e-40,Promoter (<=1kb),11,29547950,29578367,30418,1,73324,ENSMUST00000020753.3,0
chr6,149141120,149142284,1165,*,1507.368,-2.486783,0.1846212,-13.46965,2.359841e-41,2.817589e-40,Promoter (<=1kb),6,149141513,149151166,9654,1,320204,ENSMUST00000179873.7,0
chr7,126583221,126583751,531,*,336.094,-3.287597,0.2440878,-13.46892,2.383418e-41,2.845361e-40,Promoter (<=1kb),7,126571400,126583247,11848,2,12752,ENSMUST00000032962.10,0
chr1,135146549,135146944,396,*,257.7388,-3.794515,0.2817339,-13.46844,2.398922e-41,2.863487e-40,Promoter (<=1kb),1,135146824,135156269,9446,1,68724,ENSMUST00000027684.10,0
chr15,76709934,76710934,1001,*,846.0248,-3.154785,0.2342835,-13.46568,2.490281e-41,2.972142e-40,Promoter (<=1kb),15,76710623,76713570,2948,1,223664,ENSMUST00000136840.7,0
chr9,95560067,95560710,644,*,327.1685,-3.728339,0.2768831,-13.46539,2.499962e-41,2.983299e-40,Promoter (<=1kb),9,95559657,95568023,8367,1,75552,ENSMUST00000079597.6,410
chr5,115235722,115236236,515,*,361.9942,-3.248122,0.2412406,-13.46424,2.539058e-41,3.02955e-40,Promoter (<=1kb),5,115235836,115240991,5156,1,117109,ENSMUST00000081497.12,0
chr8,18594651,18595849,1199,*,1366.479,-2.615124,0.1942317,-13.46394,2.549546e-41,3.041659e-40,Promoter (<=1kb),8,18595131,18803189,208059,1,244329,ENSMUST00000039412.14,0
chr16,91010972,91012362,1391,*,1173.726,-2.623428,0.194892,-13.46094,2.655279e-41,3.166956e-40,Promoter (<=1kb),16,90936092,91011308,75217,2,104015,ENSMUST00000121759.7,0
chr2,164770301,164770715,415,*,203.3914,-4.897562,0.3639039,-13.45839,2.748217e-41,3.276932e-40,Promoter (<=1kb),2,164769903,164778822,8920,1,68612,ENSMUST00000001439.6,398
chr5,135008557,135010204,1648,*,4525.569,-2.331416,0.1732411,-13.45764,2.776409e-41,3.309225e-40,Promoter (<=1kb),5,135009152,135012131,2980,1,68758,ENSMUST00000111216.7,0
chr5,24030453,24031069,617,*,1907.956,-2.426139,0.1803046,-13.45577,2.847386e-41,3.392921e-40,Promoter (<=1kb),5,23960931,24030690,69760,2,84652,ENSMUST00000030849.12,0
chr19,8713698,8714308,611,*,647.6156,-2.879416,0.2140368,-13.4529,2.960271e-41,3.526025e-40,Promoter (<=1kb),19,8707617,8713879,6263,2,17254,ENSMUST00000010239.5,0
chr1,93803442,93804072,631,*,1125.355,-2.588123,0.1923869,-13.4527,2.96842e-41,3.535262e-40,Promoter (<=1kb),1,93803965,93822095,18131,1,66262,ENSMUST00000027505.12,0
chr8,71488072,71489230,1159,*,969.6917,-2.676986,0.1990062,-13.45178,3.00566e-41,3.579137e-40,Promoter (<=1kb),8,71488103,71493400,5298,1,70359,ENSMUST00000007754.12,0
chr11,53469952,53470580,629,*,414.1644,-3.160666,0.2349634,-13.45174,3.007204e-41,3.5805e-40,Exon (ENSMUST00000057722.2/ENSMUST00000057722.2, exon 1 of 1),11,53476573,53480274,3702,2,237761,ENSMUST00000104955.3,9694
chr5,145166347,145167566,1220,*,2069.533,-2.48517,0.1847539,-13.45125,3.027313e-41,3.603963e-40,Promoter (<=1kb),5,145167213,145182041,14829,1,54188,ENSMUST00000160629.7,0
chr14,54426220,54427199,980,*,740.5188,-2.736637,0.2034502,-13.45114,3.031501e-41,3.608469e-40,Promoter (<=1kb),14,54426909,54429756,2848,1,68836,ENSMUST00000010550.11,0
chr9,51008619,51009689,1071,*,823.022,-3.08909,0.2296545,-13.45103,3.03614e-41,3.61351e-40,Promoter (<=1kb),9,50892801,51008936,116136,2,235344,ENSMUST00000176663.7,0
chr11,115420383,115421016,634,*,209.0562,-3.994379,0.2969985,-13.44916,3.11408e-41,3.705287e-40,Promoter (<=1kb),11,115420312,115422429,2118,1,70382,ENSMUST00000143856.1,71
chr7,30050880,30051777,898,*,746.5766,-2.724132,0.2025654,-13.44816,3.156258e-41,3.753977e-40,Promoter (<=1kb),7,30036359,30051380,15022,2,243906,ENSMUST00000207873.1,0
chr5,108628837,108630116,1280,*,1306.721,-2.690273,0.2000479,-13.44814,3.156951e-41,3.754303e-40,Promoter (<=1kb),5,108569414,108629739,60326,2,231580,ENSMUST00000046603.14,0
chr15,79687717,79688285,569,*,830.5826,-3.077437,0.2288501,-13.44739,3.18915e-41,3.792091e-40,Promoter (<=1kb),15,79674251,79687919,13669,2,74158,ENSMUST00000023061.6,0
chr2,154568846,154569526,681,*,470.9956,-3.005364,0.2235069,-13.44641,3.232001e-41,3.842533e-40,Promoter (<=1kb),2,154559634,154569720,10087,2,13555,ENSMUST00000000894.5,194
chr10,5805159,5806264,1106,*,2867.249,-2.367251,0.1760751,-13.44455,3.314052e-41,3.93956e-40,Promoter (<=1kb),10,5799160,5805600,6441,2,67141,ENSMUST00000019907.7,0
chr8,86745861,86746901,1041,*,543.0008,-3.141369,0.2336897,-13.44248,3.408189e-41,4.050928e-40,Promoter (<=1kb),8,86724007,86745934,21928,2,20437,ENSMUST00000045296.5,0
chr19,6364434,6364734,301,*,313.292,-3.908755,0.2908289,-13.44005,3.521921e-41,4.185552e-40,Promoter (<=1kb),19,6364557,6372619,8063,1,22668,ENSMUST00000155973.1,0
chr15,73184947,73185791,845,*,909.8075,-2.692298,0.2003222,-13.43984,3.531983e-41,4.196954e-40,Promoter (<=1kb),15,73095844,73184935,89092,2,239528,ENSMUST00000044113.11,-12
chr10,91123768,91124499,732,*,2105.354,-2.415586,0.1797485,-13.4387,3.586785e-41,4.260377e-40,Promoter (<=1kb),10,91116574,91124059,7486,2,18674,ENSMUST00000076694.12,0
chr7,141172193,141173055,863,*,1142.251,-2.58909,0.192682,-13.43711,3.664654e-41,4.352181e-40,Promoter (<=1kb),7,141160328,141172857,12530,2,107702,ENSMUST00000167493.8,0
chr5,135168150,135169210,1061,*,1753.079,-2.647672,0.197098,-13.43328,3.859538e-41,4.580708e-40,Promoter (<=1kb),5,135168283,135181855,13573,1,12054,ENSMUST00000031692.11,0
chr2,151008486,151009611,1126,*,550.2887,-3.019768,0.2248045,-13.43286,3.88115e-41,4.605748e-40,Promoter (<=1kb),2,150934519,151009398,74880,2,78177,ENSMUST00000109896.7,0
chr3,84040022,84040867,846,*,907.5353,-2.659211,0.1979683,-13.43251,3.899655e-41,4.627095e-40,Promoter (<=1kb),3,83897655,84040175,142521,2,229473,ENSMUST00000191758.5,0
chr7,45366984,45367824,841,*,1323.682,-2.75264,0.2049951,-13.42783,4.153946e-41,4.927515e-40,Promoter (<=1kb),7,45339273,45367019,27747,2,76787,ENSMUST00000210586.1,0
chrX,37109880,37110683,804,*,1423.756,-2.602608,0.1938245,-13.42765,4.164207e-41,4.939033e-40,Promoter (<=1kb),20,37091678,37110322,18645,2,68134,ENSMUST00000076265.12,0
chr8,83652084,83652835,752,*,1130.314,-2.560743,0.1907271,-13.42622,4.245604e-41,5.034242e-40,Promoter (<=1kb),8,83652677,83664694,12018,1,67903,ENSMUST00000019577.9,0
chrX,20364228,20365181,954,*,1160.227,-2.579146,0.1921141,-13.42507,4.311496e-41,5.111697e-40,Promoter (<=1kb),20,20364481,20400853,36373,1,19889,ENSMUST00000033372.12,0
chr19,5457227,5457857,631,*,481.2854,-2.996953,0.2232673,-13.42316,4.424479e-41,5.244261e-40,Promoter (<=1kb),19,5453185,5457504,4320,2,240514,ENSMUST00000236881.1,0
chr8,11008754,11009239,486,*,1062.171,-2.761339,0.2057965,-13.41781,4.755465e-41,5.631355e-40,Promoter (<=1kb),8,10984681,11008458,23778,2,384783,ENSMUST00000040514.7,-296
chr12,33429337,33430140,804,*,775.2795,-2.692638,0.2006934,-13.41668,4.828886e-41,5.717544e-40,Promoter (<=1kb),12,33429635,33437066,7432,1,28071,ENSMUST00000219769.1,0
chr8,35494682,35495281,600,*,389.2051,-3.23858,0.2414167,-13.4149,4.946288e-41,5.855778e-40,Promoter (<=1kb),8,35482653,35495052,12400,2,67276,ENSMUST00000210483.1,0
chr1,155416619,155417876,1258,*,928.3551,-2.672463,0.1992344,-13.41366,5.029518e-41,5.953524e-40,Promoter (<=1kb),1,155275701,155417329,141629,2,19775,ENSMUST00000027741.11,0
chr9,64178969,64179830,862,*,836.6843,-2.65843,0.1982151,-13.41185,5.154002e-41,6.100072e-40,Promoter (<=1kb),9,64179274,64183132,3859,1,330959,ENSMUST00000034965.7,0
chr17,71310003,71311184,1182,*,479.1404,-2.959426,0.2206648,-13.41141,5.184427e-41,6.13446e-40,Promoter (<=1kb),17,71252172,71310990,58819,2,246707,ENSMUST00000233057.1,0
chr1,191905972,191907026,1055,*,1069.86,-2.740722,0.2043602,-13.41123,5.197108e-41,6.148652e-40,Promoter (<=1kb),1,191906767,191913247,6481,1,22782,ENSMUST00000044954.6,0
chr4,108327802,108328756,955,*,1437.152,-2.564173,0.1912537,-13.40718,5.488483e-41,6.490803e-40,Promoter (<=1kb),4,108328140,108341544,13405,1,69893,ENSMUST00000131656.1,0
chr2,24974634,24976354,1721,*,2916.816,-2.389268,0.1782315,-13.40542,5.620634e-41,6.645333e-40,Promoter (<=1kb),2,24974117,24975098,982,2,107733,ENSMUST00000045604.3,0
chr5,134639016,134639818,803,*,582.0038,-2.859101,0.2132858,-13.40502,5.650652e-41,6.679061e-40,Promoter (<=1kb),5,134619721,134639490,19770,2,22384,ENSMUST00000202622.3,0
chr19,47580314,47581291,978,*,325.795,-3.441679,0.2567609,-13.40422,5.712115e-41,6.750819e-40,Promoter (<=1kb),19,47580019,47642455,62437,1,20874,ENSMUST00000051691.7,295
chr11,58103419,58104786,1368,*,1846.325,-2.740079,0.2044309,-13.40345,5.771911e-41,6.820587e-40,Promoter (<=1kb),11,58104153,58118594,14442,1,69125,ENSMUST00000020822.11,0
chr18,47154076,47154633,558,*,214.0743,-3.994775,0.2980473,-13.40316,5.794564e-41,6.846454e-40,Exon (ENSMUST00000234007.1/ENSMUST00000234007.1, exon 1 of 1),18,47235598,47281195,45598,2,20358,ENSMUST00000123228.7,126562
chr9,98563059,98564216,1158,*,2075.963,-2.402456,0.1792587,-13.40218,5.87155e-41,6.935585e-40,Promoter (<=1kb),9,98563721,98567316,3596,1,50797,ENSMUST00000188913.1,0
chr6,120463021,120464322,1302,*,532.1103,-2.922494,0.2180765,-13.40124,5.946344e-41,7.023007e-40,Promoter (<=1kb),6,120463247,120483729,20483,1,16172,ENSMUST00000204239.2,0
chr2,144555370,144556756,1387,*,2726.192,-2.409053,0.1797705,-13.40072,5.988007e-41,7.071281e-40,Promoter (<=1kb),2,144556229,144568027,11799,1,27054,ENSMUST00000143573.7,0
chr11,58306818,58307288,471,*,651.3305,-2.888583,0.2155634,-13.40015,6.033938e-41,7.124582e-40,Promoter (<=1kb),11,58307069,58314613,7545,1,103836,ENSMUST00000153510.8,0
chr7,81345005,81345782,778,*,619.6908,-2.873312,0.2144389,-13.39921,6.110714e-41,7.213333e-40,Promoter (<=1kb),7,81342733,81345254,2522,2,20068,ENSMUST00000080813.4,0
chr13,19618925,19619987,1063,*,656.0484,-2.811465,0.2098457,-13.39777,6.230352e-41,7.353589e-40,Promoter (<=1kb),13,19591706,19619804,28099,2,105298,ENSMUST00000002885.7,0
chr7,118243397,118244542,1146,*,2979.183,-2.369139,0.1768408,-13.39701,6.294554e-41,7.427407e-40,Promoter (<=1kb),7,118131308,118243637,112330,2,233789,ENSMUST00000032891.14,0
chr15,83510612,83511355,744,*,741.2984,-2.905166,0.2168682,-13.396,6.381308e-41,7.528783e-40,Promoter (<=1kb),15,83483769,83510893,27125,2,319953,ENSMUST00000016897.11,0
chr9,50856441,50857121,681,*,622.913,-3.064032,0.2287665,-13.39371,6.580799e-41,7.763124e-40,Promoter (<=1kb),9,50856924,50892797,35874,1,73699,ENSMUST00000174628.7,0
chr17,28942055,28942450,396,*,150.0794,-5.264893,0.3931822,-13.39047,6.874897e-41,8.107924e-40,Promoter (<=1kb),17,28933984,28942264,8281,2,69307,ENSMUST00000051526.5,0
chrX,152327145,152327948,804,*,878.4286,-2.683331,0.2004076,-13.38937,6.977136e-41,8.227417e-40,Promoter (<=1kb),20,152294828,152327495,32668,2,72997,ENSMUST00000195280.2,0
chr6,47835439,47836681,1243,*,721.495,-2.815104,0.210282,-13.38728,7.175948e-41,8.459628e-40,Promoter (<=1kb),6,47835661,47843647,7987,1,272347,ENSMUST00000146202.1,0
chr5,76950534,76952054,1521,*,2450.177,-2.429526,0.1814871,-13.38677,7.225272e-41,8.516654e-40,Promoter (<=1kb),5,76913249,76951572,38324,2,231327,ENSMUST00000155272.7,0
chr1,159231695,159232437,743,*,1157.684,-2.643801,0.1974942,-13.38673,7.229582e-41,8.520613e-40,Promoter (<=1kb),1,159232320,159250119,17800,1,26374,ENSMUST00000195800.5,0
chr7,44857003,44857489,487,*,611.1414,-2.890204,0.2159985,-13.38067,7.844187e-41,9.242539e-40,Promoter (<=1kb),7,44857139,44862650,5512,1,59047,ENSMUST00000107876.7,0
chr9,107533636,107535402,1767,*,1041.209,-2.560439,0.1913664,-13.37977,7.93915e-41,9.35197e-40,Promoter (<=1kb),9,107533945,107538673,4729,1,56395,ENSMUST00000010189.2,0
chr12,102757402,102758410,1009,*,1644.93,-2.542761,0.1900482,-13.37956,7.961499e-41,9.377062e-40,Promoter (<=1kb),12,102719975,102757765,37791,2,100233175,ENSMUST00000179306.1,0
