seqnames,start,end,width,strand,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS
chr1,149840872,149841411,540,*,31.1005981376125,-2.15048081269297,0.621997565106223,-3.45737818495433,0.000545458782434904,0.00676371959336077,Intron (ENSMUST00000070200.14/18783, intron 16 of 17),1,149886184,149902199,16016,2,18783,ENSMUST00000155438.1,60788
chr14,46815729,46815979,251,*,19.3016129768978,-2.99838956468453,0.867421179369401,-3.45667091834707,0.000546892265498582,0.00677577610516248,Promoter (<=1kb),14,46811736,46816139,4404,2,63985,ENSMUST00000228515.1,160
chr7,29505326,29505635,310,*,65.2787520906471,1.35303672375821,0.391442608448882,3.45653920793066,0.000547159602582998,0.00677813565021029,Promoter (<=1kb),7,29320378,29505460,185083,2,74206,ENSMUST00000085809.10,0
chr10,4611432,4611703,272,*,43.5133535834791,1.63977102420218,0.474491597445477,3.45584839232185,0.00054856376925984,0.00679023596169964,Promoter (<=1kb),10,4611593,4893083,281491,1,13982,ENSMUST00000149195.7,0
chr17,83956699,83957319,621,*,145.913911908712,-0.952592780486447,0.275725888232139,-3.45485433592815,0.000550590201059229,0.00680743667925637,Intron (ENSMUST00000234776.1/ENSMUST00000234776.1, intron 1 of 1),17,83998554,84013408,14855,1,78148,ENSMUST00000234981.1,-41235
chr6,128345458,128346076,619,*,139.80088348245,-0.998836165949255,0.289163425437937,-3.45422718809103,0.000551872257247414,0.00682022195722333,Intron (ENSMUST00000001562.8/22158, intron 1 of 10),6,128334477,128355815,21339,2,22158,ENSMUST00000133134.2,9739
chr2,153108849,153109219,371,*,62.9607484328776,1.40423125322505,0.406768906841216,3.45215976346294,0.000556118340511209,0.00685827419596308,Promoter (<=1kb),2,153108693,153151149,42457,1,15162,ENSMUST00000191431.7,156
chr12,8770904,8771758,855,*,110.152449371887,1.0944314991733,0.317075709475306,3.45164093769389,0.000557188672506497,0.00686859122623308,Promoter (<=1kb),12,8771323,8793715,22393,1,20969,ENSMUST00000020911.13,0
chr12,32819752,32820646,895,*,335.453766230808,-0.738764069399748,0.214070323088965,-3.45103449529866,0.000558442188681956,0.00688308107056653,Promoter (<=1kb),12,32820335,32853349,33015,1,59027,ENSMUST00000020886.8,0
chr19,47695731,47696212,482,*,55.891042833891,-1.54122127510055,0.446719336686889,-3.45008856462556,0.000560402671738041,0.00690434889155161,Exon (ENSMUST00000237057.1/ENSMUST00000237057.1, exon 1 of 2),19,47646344,47692094,45751,2,12821,ENSMUST00000086923.5,-3637
chr18,50031305,50031613,309,*,93.3440518032728,-1.1738265256339,0.340385060730316,-3.44852539390357,0.000563656466680879,0.00693571256991245,Promoter (<=1kb),18,50031029,50090686,59658,1,106869,ENSMUST00000128377.1,276
chr4,76449725,76450595,871,*,91.760399361801,1.15519390080652,0.335075805264079,3.44755987349219,0.000565675012399369,0.00695472575913935,Promoter (<=1kb),4,75941238,76449980,508743,2,19266,ENSMUST00000107289.8,0
chr1,170174484,170175527,1044,*,896.631803068885,-0.491513827817246,0.142592079030446,-3.44699250589017,0.000566864306158319,0.00696546171124451,Promoter (<=1kb),1,170141938,170174957,33020,2,107652,ENSMUST00000111350.9,0
chr10,128525555,128526329,775,*,744.26255539578,-0.550087839647283,0.159587620743804,-3.4469330207659,0.00056698913131993,0.00696556162655334,Promoter (<=1kb),10,128509965,128525870,15906,2,23943,ENSMUST00000026427.7,0
chr15,8710051,8710850,800,*,103.196510991194,1.11055715236752,0.322227312806503,3.44650223066103,0.000567893876912121,0.00697296465816187,Promoter (<=1kb),15,8634124,8710764,76641,2,20512,ENSMUST00000005493.13,0
chr6,125265238,125265628,391,*,56.7696025718326,1.54228153209319,0.447605975957534,3.445623193019,0.00056974420433912,0.00699013098133642,Promoter (<=1kb),6,125265476,125287286,21811,1,73870,ENSMUST00000204911.2,0
chr3,73066145,73066609,465,*,77.5607449732267,1.27772145927849,0.370909365119432,3.44483472092182,0.000571408670860492,0.00700306472951704,Promoter (<=1kb),3,73066316,73194812,128497,1,626082,ENSMUST00000192263.1,0
chr14,24486612,24487274,663,*,216.331454859926,-0.793662982761402,0.23039432001193,-3.44480273090199,0.000571476297357472,0.00700306472951704,Promoter (<=1kb),14,24487125,24493493,6369,1,20088,ENSMUST00000223931.1,0
chr1,85598698,85599036,339,*,189.606159577423,0.820725284412972,0.238441128732751,3.44204579459467,0.000577332504025548,0.00706528364523708,Promoter (<=1kb),1,85576899,85598817,21919,2,109032,ENSMUST00000093508.6,0
chr9,85842430,85842780,351,*,40.9258748986622,1.7557531869569,0.510097132036471,3.44199776216614,0.000577435026633859,0.00706528364523708,Promoter (<=1kb),9,85842380,85847040,4661,1,21983,ENSMUST00000006559.13,50
chr14,76759254,76759760,507,*,61.8132850930564,-1.46599810289857,0.426105480489153,-3.44045821991227,0.000580730088977375,0.00709891565861864,Promoter (<=1kb),14,76760131,76762217,2087,1,73883,ENSMUST00000228541.1,-371
chr1,7147020,7147600,581,*,76.7136633058776,1.28241539701557,0.373025347645467,3.43787735903248,0.000586293171732605,0.00715433494941481,Promoter (<=1kb),1,7147637,7170076,22440,1,319263,ENSMUST00000182675.7,-37
chr2,93029176,93029728,553,*,103.792571896191,1.11196341884114,0.323450901536871,3.43781208695868,0.000586434507733892,0.00715506916619489,Promoter (<=1kb),2,93029348,93033439,4092,1,433456,ENSMUST00000099699.7,0
chr7,142387610,142388508,899,*,297.668927528959,-0.691553200287834,0.20116374265966,-3.43776264621326,0.000586541584693957,0.00715538524411039,Promoter (<=1kb),7,142375911,142388038,12128,2,13033,ENSMUST00000151120.8,0
chr9,123717220,123718058,839,*,448.049973880653,-0.616860799139254,0.179459688365671,-3.43732235777833,0.000587495948391634,0.00716405351260469,Promoter (<=1kb),9,123694416,123717625,23210,2,93730,ENSMUST00000165754.7,0
chr16,87495294,87496528,1235,*,505.274114663194,-0.585877428942261,0.170524146080532,-3.43574468723962,0.000590927570743692,0.00719793384222716,Promoter (<=1kb),16,87483326,87495873,12548,2,12469,ENSMUST00000026704.13,0
chr4,40850517,40850838,322,*,54.2316967664748,-1.63750496932856,0.477064682983623,-3.43245900972464,0.000598134290599811,0.0072690459733103,Promoter (<=1kb),4,40850056,40850138,83,2,100628614,ENSMUST00000177794.1,-379
chr9,111018990,111019414,425,*,42.9041822570281,1.70179744707408,0.495797590478506,3.43244396454536,0.000598167477656694,0.0072690459733103,Promoter (<=1kb),9,111019271,111040493,21223,1,17002,ENSMUST00000198884.4,0
chr7,19309906,19310578,673,*,216.70450746515,-0.788398029757945,0.229790527907683,-3.43094224525512,0.000601488646562629,0.00730433202548591,Promoter (<=1kb),7,19302696,19310051,7356,2,14282,ENSMUST00000003640.3,0
chr14,79451605,79452360,756,*,252.676839466255,-0.744028287517291,0.216870814549635,-3.43074419240034,0.000601927934585391,0.00730769195559447,Promoter (<=1kb),14,79451835,79454816,2982,1,432879,ENSMUST00000100359.2,0
chr6,50565977,50567071,1095,*,582.296086945199,-0.552233032231844,0.161025420779697,-3.42947734312938,0.000604744920913825,0.00733280251284669,Promoter (<=1kb),6,50562563,50566538,3976,2,13063,ENSMUST00000161401.1,0
chr17,55952321,55952944,624,*,205.102653340289,0.828324116074073,0.241558852988131,3.42907786581837,0.000605635746380692,0.0073415844767534,Promoter (<=1kb),17,55952640,55957022,4383,1,50498,ENSMUST00000003274.7,0
chr4,114999591,115000731,1141,*,815.849786576178,-0.510596219980689,0.148947871762725,-3.42801957448626,0.000608001618989536,0.00736014264174205,Promoter (<=1kb),4,115000159,115043196,43038,1,20460,ENSMUST00000030490.12,0
chr12,91589645,91590713,1069,*,553.152846812639,-0.567515102180098,0.165563390941256,-3.4277813407522,0.000608535389208993,0.00736353117200965,Promoter (<=1kb),12,91555262,91590009,34748,2,83602,ENSMUST00000021345.13,0
chr5,14025153,14025424,272,*,28.8163890086385,2.04795477280432,0.597624903675798,3.42682301257531,0.00061068696228403,0.00738251194449559,Promoter (<=1kb),5,14025276,14254314,229039,1,20349,ENSMUST00000130116.1,0
chr12,84052149,84052451,303,*,16.6954514505967,-3.41510644612302,0.9967480670742,-3.42624837602899,0.000611980489949581,0.00739510680603639,Promoter (<=1kb),12,84052151,84060402,8252,1,171281,ENSMUST00000021653.7,0
chr3,103809184,103810091,908,*,311.392176407422,-0.68246472780369,0.199196599750983,-3.42608623167687,0.000612345943703195,0.00739850872112446,Promoter (<=1kb),3,103800605,103809378,8774,2,140917,ENSMUST00000063502.12,0
chr6,91116732,91117235,504,*,425.999591654897,-0.639207318702637,0.186635987080956,-3.42488781879655,0.000615053325307895,0.00742511376780903,Promoter (<=1kb),6,91013068,91116829,103762,2,54563,ENSMUST00000032179.13,0
chr19,4012421,4013360,940,*,496.165789820983,-0.573604597853012,0.167497547697381,-3.42455519939521,0.000615806731237563,0.00742935605532215,Promoter (<=1kb),19,4007384,4012694,5311,2,17995,ENSMUST00000237862.1,0
chr14,26257739,26258713,975,*,60.3728846484792,1.39715456882656,0.408130183003119,3.4233061582115,0.000618643569603771,0.00745518358820391,Promoter (<=1kb),14,26258468,26267986,9519,1,278672,ENSMUST00000112340.7,0
chr1,125676626,125677461,836,*,191.772093310828,0.808690473363788,0.236462899959811,3.41994652650049,0.000626334462643992,0.00753859032646001,Promoter (<=1kb),1,125676995,125873862,196868,1,71111,ENSMUST00000027581.6,0
chr8,70760795,70761422,628,*,550.09660946827,-0.595610169898841,0.174165323371101,-3.41979768630379,0.000626677237744751,0.00753859878025044,Promoter (<=1kb),8,70758649,70760946,2298,2,234384,ENSMUST00000038626.9,0
chr8,23095419,23095764,346,*,2205.49053483607,1.63618120825841,0.478459460117465,3.41968619004151,0.00062693412506297,0.00753963124045715,Promoter (<=1kb),8,23096101,23123638,27538,1,11733,ENSMUST00000152511.1,-337
chr1,93624301,93624956,656,*,67.6977356637302,-1.60823234603142,0.47047550413429,-3.41831260479903,0.000630106912800066,0.00757055807239354,Promoter (<=1kb),1,93622359,93625361,3003,2,59041,ENSMUST00000154008.7,405
chr5,114199075,114199957,883,*,154.794032841333,0.89486277277617,0.261788200577883,3.4182700778752,0.000630205381965437,0.00757070929831251,Promoter (<=1kb),5,114199779,114250759,50981,1,100705,ENSMUST00000143276.1,0
chr8,104641374,104642366,993,*,415.888421006189,-0.616412874374033,0.180360982026329,-3.4176619990018,0.000631614927718464,0.00758557481038666,Promoter (<=1kb),8,104639838,104641965,2128,2,68523,ENSMUST00000164884.8,0
chr12,9574510,9574885,376,*,51.6003921481679,1.54488803087936,0.452197387003706,3.41640194145284,0.000634545120696139,0.00761454144835367,Promoter (<=1kb),12,9574441,9581500,7060,1,23967,ENSMUST00000057021.8,69
chr7,58836653,58837621,969,*,353.432804473464,0.710201387690074,0.207937142205526,3.41546190429081,0.000636739354668067,0.0076354591086176,Exon (ENSMUST00000117765.1/ENSMUST00000117765.1, exon 1 of 1),7,58658246,58829420,171175,1,11982,ENSMUST00000168747.2,178407
chr9,69289488,69290038,551,*,119.876161697983,0.998717574158273,0.292422631592617,3.41532243492569,0.000637065504561385,0.00763750827663473,Promoter (<=1kb),9,69289682,69379809,90128,1,19883,ENSMUST00000113624.2,0
chr15,75940564,75941308,745,*,115.427775976963,-1.06790473891349,0.31273457352546,-3.41473194624756,0.000638448088141171,0.00764784289520594,Promoter (<=1kb),15,75940952,75949400,8449,1,78834,ENSMUST00000037260.7,0
chr1,161494379,161494794,416,*,33.7977944541321,1.85623670844305,0.543822768928909,3.41331186279496,0.000641784539179623,0.0076817998346166,Promoter (<=1kb),1,161494655,161505290,10636,1,240873,ENSMUST00000086084.1,0
chr13,23581309,23582181,873,*,416.53326032297,-0.664464590332047,0.194694525111139,-3.41285708960098,0.00064285644128427,0.00768915617531763,Promoter (<=1kb),13,23581598,23582735,1138,1,319156,ENSMUST00000102968.2,0
chr10,128193972,128194789,818,*,288.629701768828,-0.711780200969682,0.208622861036334,-3.4118034688716,0.000645346230357753,0.00771088041512295,Promoter (<=1kb),10,128194457,128209939,15483,1,216456,ENSMUST00000044776.12,0
chr7,128289021,128289532,512,*,69.1997040112436,-1.36695553710818,0.400700440008766,-3.41141511369011,0.000646266204305622,0.00771946591354325,Promoter (<=1kb),7,128276301,128288705,12405,2,233913,ENSMUST00000124216.1,-316
chr10,38965370,38965834,465,*,76.4930612568844,1.24368131701636,0.364600707307721,3.41107763119806,0.000647066656414089,0.00772587676869281,Promoter (<=1kb),10,38965515,39007396,41882,1,16775,ENSMUST00000159506.1,0
chr2,31572207,31572996,790,*,89.5483970910474,-1.21937597922666,0.35747912814673,-3.41104104608357,0.000647153485570693,0.00772587676869281,Promoter (<=1kb),2,31572651,31617526,44876,1,320267,ENSMUST00000113482.7,0
chr7,3739777,3740391,615,*,85.5290821095402,1.15690558615094,0.339198760429666,3.41070110246123,0.00064796080791359,0.00773342013799063,Promoter (<=1kb),7,3731630,3739889,8260,2,18722,ENSMUST00000118068.2,0
chr17,87672185,87673069,885,*,724.947518561321,-0.518017749347932,0.151901370320729,-3.41022433342223,0.000649094651144591,0.00774275936234073,Promoter (<=1kb),17,87672330,87723713,51384,1,17685,ENSMUST00000024967.13,0
chr14,7174239,7175026,788,*,142.36756169614,0.917147385012299,0.269064285148596,3.40865523830406,0.000652839286653616,0.00777690389149859,5' UTR,14,7083208,7100621,17414,2,100042149,ENSMUST00000167923.7,-73618
chr3,118561967,118562598,632,*,53.5399503385542,1.4799158933008,0.434474345983099,3.4062215801307,0.000658686959832901,0.00783386034581623,Promoter (<=1kb),3,118562129,119432924,870796,1,99586,ENSMUST00000039177.11,0
chr7,54835381,54836529,1149,*,140.156122227926,0.953291194726858,0.279870971968386,3.40618102700033,0.000658784813507081,0.00783396720359857,Promoter (<=1kb),7,54835498,55250089,414592,1,233271,ENSMUST00000206923.1,0
chr9,3018282,3018505,224,*,919.896355142734,1.7232866653916,0.506209395116629,3.40429609172814,0.000663348059239642,0.00787654338875174,Intron (ENSMUST00000099049.3/ENSMUST00000099049.3, intron 3 of 3),9,3038669,3038743,75,2,100628572,ENSMUST00000195989.1,20238
chr13,100743730,100744974,1245,*,497.88515817423,-0.570331780297495,0.167541618309185,-3.40412003926685,0.00066377576252196,0.00788056040644253,Promoter (<=1kb),13,100735955,100744659,8705,2,66128,ENSMUST00000109333.7,0
chr7,75455043,75455777,735,*,647.008556592499,-0.527098630004609,0.154929225281128,-3.40218980020173,0.000668481948121095,0.00792789192664749,Promoter (<=1kb),7,75455534,75754609,299076,1,75547,ENSMUST00000166315.6,0
chr6,41253341,41253653,313,*,16.4486122913323,-3.39502410096078,0.997973123234289,-3.40191937229531,0.000669143760299806,0.00793147246980617,Exon (ENSMUST00000191929.1/ENSMUST00000191929.1, exon 1 of 1),6,41302269,41305532,3264,1,22074,ENSMUST00000031913.4,-48616
chr7,24112491,24113402,912,*,109.141453059163,1.06834946872265,0.314111068296533,3.40118377399579,0.000670947057044109,0.00794857209683541,Promoter (<=1kb),7,24112324,24127493,15170,1,57745,ENSMUST00000005413.3,167
chr3,105904243,105904549,307,*,32.672290088485,-2.02288030060278,0.594836854829901,-3.40073128317048,0.000672058567842218,0.00795960054714862,Promoter (<=1kb),3,105904421,105908926,4506,1,11542,ENSMUST00000000574.2,0
chr7,140115531,140115988,458,*,135.71306829226,-0.986263698835435,0.290042885885069,-3.40040644619102,0.000672857561594163,0.00796585277593992,Promoter (<=1kb),7,140115799,140129193,13395,1,212503,ENSMUST00000211757.1,0
chr3,84155501,84156098,598,*,478.131348620339,-0.576918325920414,0.169709359384598,-3.3994490817268,0.00067521750776511,0.00798842755932224,Promoter (<=1kb),3,84087933,84155786,67854,2,76915,ENSMUST00000047368.7,0
chr6,99522906,99523599,694,*,138.879077216879,-0.957254104448256,0.281724431646576,-3.39783844394843,0.000679205171740492,0.00802536557011817,Promoter (<=1kb),6,99435236,99522721,87486,2,108655,ENSMUST00000175838.1,-185
chr8,106499950,106500368,419,*,29.4424569520748,-2.16158362348169,0.636369559448175,-3.39674264959515,0.000681930673276828,0.00804948483003468,Distal Intergenic,8,106510891,106557297,46407,1,12560,ENSMUST00000080797.7,-10523
chr2,27079170,27079535,366,*,44.4019492211133,1.58330035675421,0.466402864084817,3.39470547605017,0.000687024646509677,0.0080966038287595,Promoter (<=1kb),2,27079379,27108981,29603,1,77794,ENSMUST00000091233.6,0
chr18,23038715,23039601,887,*,406.445494532359,0.601647296973606,0.177274700191284,3.39387005773759,0.000689123826533485,0.00811700207864508,Promoter (<=1kb),18,22912686,23038939,126254,2,319211,ENSMUST00000165323.1,0
chr7,120982158,120982787,630,*,459.068701600336,-0.596814024990692,0.175881472738498,-3.39327397990373,0.00069062525134536,0.0081305266489801,Promoter (<=1kb),7,120957036,120982312,25277,2,12585,ENSMUST00000033169.8,0
chr3,138489178,138490215,1038,*,445.69442554626,-0.607205882312247,0.178974116623739,-3.39270221732,0.000692068286315322,0.00814234601718882,Promoter (<=1kb),3,138458956,138489515,30560,2,75624,ENSMUST00000029804.12,0
chr18,75047267,75047516,250,*,45.7178677719007,1.6136676655689,0.475883970247693,3.39088468293857,0.000696674079113222,0.00818550838301787,Promoter (<=1kb),18,75047324,75063114,15791,1,69190,ENSMUST00000235545.1,0
chr10,108417458,108417844,387,*,34.0241699971501,1.81938908981195,0.536651884646791,3.39025938762783,0.000698265207577497,0.00819810860007138,Promoter (<=1kb),10,108417251,108451616,34366,1,102640148,ENSMUST00000217857.1,207
chr10,92162338,92162852,515,*,41.8739006618801,1.68915156301026,0.498299519371974,3.38983181267999,0.000699355159656803,0.00820790254747257,Promoter (<=1kb),10,92162105,92162761,657,2,110333,ENSMUST00000218678.1,0
chr9,53301314,53301731,418,*,48.9153154851259,1.57573691999981,0.464954534793229,3.38901290789767,0.000701447084852781,0.00822807231190184,Promoter (<=1kb),9,53301670,53377514,75845,1,320051,ENSMUST00000051014.1,0
chr5,134184270,134184878,609,*,483.637749103903,-0.588926065021095,0.173799303640474,-3.38854099346314,0.000702655248814611,0.00823895523989167,Promoter (<=1kb),5,134184027,134218146,34120,1,114674,ENSMUST00000016086.9,243
chr5,23922688,23923314,627,*,189.209088828254,-2.18286739413637,0.644521172607791,-3.38680478921165,0.000707116827632888,0.00827805612078279,Promoter (<=1kb),5,23915276,23922904,7629,2,84652,ENSMUST00000126828.1,0
chr9,7763411,7764424,1014,*,1498.94663568067,-0.430656723951702,0.127181318849853,-3.38616337561435,0.000708771736749739,0.00829302444092952,Promoter (<=1kb),9,7764041,7794333,30293,1,71929,ENSMUST00000052865.15,0
chr12,69168290,69169200,911,*,329.753572882451,-0.669168741863114,0.197647191594412,-3.38567290769455,0.000710039618753919,0.0083056545212839,Promoter (<=1kb),12,69168814,69179009,10196,1,69706,ENSMUST00000110621.2,0
chr19,46357845,46358681,837,*,143.641869403546,-0.961371662063149,0.283987157970772,-3.38526456242819,0.000711096817269489,0.00831471105397798,Promoter (<=1kb),19,46356939,46367978,11040,1,75146,ENSMUST00000128455.1,906
chr5,44101233,44101719,487,*,64.3090888450759,1.48143384428812,0.437660708431437,3.38489111713394,0.000712064940634552,0.00832271925839526,Promoter (<=1kb),5,43993622,44101681,108060,2,19126,ENSMUST00000087441.10,0
chr11,52360191,52361420,1230,*,289.666804826564,-0.714376128226336,0.211140897184099,-3.38340955141179,0.000715917846326351,0.00835777910069666,Promoter (<=1kb),11,52360860,52389397,28538,1,22333,ENSMUST00000102758.7,0
chrX,53268774,53269325,552,*,116.69339932646,-1.03471856725864,0.305836977191703,-3.38323565959804,0.000716371330948086,0.00836196577936119,Promoter (<=1kb),20,53243425,53269020,25596,2,78755,ENSMUST00000114838.7,0
chr1,153751700,153752319,620,*,261.390870555902,-0.744837672801031,0.220162310825589,-3.38312979187017,0.000716647549309665,0.00836408245289892,Promoter (<=1kb),1,153751952,153760898,8947,1,24014,ENSMUST00000183241.7,0
chr6,124745409,124745949,541,*,243.217289903953,-0.756137776409095,0.223744264861937,-3.37947333253737,0.000726248526604614,0.00845365997436917,Promoter (<=1kb),6,124745172,124745625,454,2,13498,ENSMUST00000133577.1,0
chr15,36628645,36629000,356,*,57.8148038207294,1.40166749117735,0.414781356805381,3.37929241076045,0.000726726671784544,0.00845586270149847,Distal Intergenic,15,36605752,36609668,3917,2,18458,ENSMUST00000226496.1,-18977
chr14,26118115,26119078,964,*,62.9907762336783,1.3410781974586,0.396913636051831,3.37876574561291,0.000728120222504882,0.00846659462528035,Promoter (<=1kb),14,26118855,26128337,9483,1,278672,ENSMUST00000172038.7,0
chr15,79892104,79892712,609,*,236.964378973606,0.740449701863029,0.219268688273186,3.37690578483557,0.000733061547923012,0.00851506675089067,Promoter (<=1kb),15,79892403,79907918,15516,1,80287,ENSMUST00000175714.7,0
chr7,118532812,118533610,799,*,869.540139819447,-0.471082489286996,0.139543964434999,-3.37587147673759,0.000735822835255123,0.00854376377415828,Promoter (<=1kb),7,118509659,118533301,23643,2,12850,ENSMUST00000098090.9,0
chr18,32293070,32293480,411,*,62.4162102556058,1.39442383961451,0.41320925173925,3.37461911548496,0.000739179188270874,0.00857482876752915,Exon (ENSMUST00000158904.1/ENSMUST00000158904.1, exon 1 of 1),18,32257269,32270091,12823,1,13872,ENSMUST00000129023.1,35801
chr2,27441931,27442624,694,*,317.214283117585,-0.66871823848924,0.19818081053085,-3.37428349746882,0.000740081064075531,0.00858303196426604,Promoter (<=1kb),2,27442324,27444221,1898,1,100504116,ENSMUST00000209765.1,0
chr17,24608838,24609268,431,*,64.583209209656,-1.42780846965128,0.42319798578766,-3.37385459667024,0.00074123509782488,0.00859189432524114,Promoter (<=1kb),17,24606372,24609131,2760,2,22084,ENSMUST00000227543.1,0
chr1,161039891,161040533,643,*,129.555431573157,-1.07056832609728,0.317336124068635,-3.37361001442662,0.000741893937845711,0.00859682480226846,Promoter (1-2kb),1,161038082,161038158,77,1,100217446,ENSMUST00000083034.1,1809
chr3,15332057,15332431,375,*,58.0043895736627,1.53265451492817,0.454309914086329,3.37358808911428,0.00074195302540678,0.00859682480226846,Promoter (<=1kb),3,15296551,15332302,35752,2,751864,ENSMUST00000108361.1,0
chr5,14514576,14515574,999,*,150.945291967978,0.895595258212521,0.265544761375588,3.37267153595166,0.000744427001761082,0.00861982517525849,Promoter (<=1kb),5,14514918,14795993,281076,1,26875,ENSMUST00000182407.7,0
chr13,4608553,4609603,1051,*,814.198607758851,0.491758477989526,0.145850245247236,3.37166713128202,0.000747146905127114,0.00863657146351499,Promoter (<=1kb),13,4590750,4609174,18425,2,56043,ENSMUST00000091848.6,0
chr7,126663739,126664030,292,*,38.2874931491612,1.78354835909232,0.529148940219034,3.37059799903227,0.000750052227546656,0.00866333909364424,Promoter (<=1kb),7,126663793,126670688,6896,1,75565,ENSMUST00000138794.2,0
chr7,3897998,3898514,517,*,241.85474193371,0.724446351871457,0.214938072807654,3.37048872918739,0.000750349753991371,0.00866451461477546,Promoter (<=1kb),7,3884242,3898120,13879,2,100038909,ENSMUST00000070639.7,0
chr15,5117297,5117521,225,*,63.0269405477453,1.3335734563736,0.395661781992802,3.37048842487866,0.000750350582734321,0.00866451461477546,Promoter (<=1kb),15,5117286,5117959,674,1,67281,ENSMUST00000227111.1,11
chr9,25251638,25252772,1135,*,659.30030987539,-0.511982630705194,0.151940193098083,-3.36963261837301,0.000752684619554955,0.0086824230677061,Promoter (<=1kb),9,25252439,25308571,56133,1,235072,ENSMUST00000115272.8,0
chr13,74259750,74260934,1185,*,294.116730351714,0.71785414966852,0.213041172046015,3.36955595378281,0.000752894035206012,0.00868312232214312,Promoter (<=1kb),13,74223029,74260672,37644,2,11624,ENSMUST00000137538.7,0
chr7,19360985,19361338,354,*,120.962274163422,-1.0144963003385,0.301078882506124,-3.36953655432101,0.000752947035012955,0.00868312232214312,Promoter (<=1kb),7,19361216,19378533,17318,1,333654,ENSMUST00000047621.13,0
chr4,132309202,132309671,470,*,100.442096466309,-1.14858327573215,0.340933493982337,-3.36893645243214,0.000754588240377779,0.00869539466046866,Promoter (<=1kb),4,132309464,132309600,137,1,100310813,ENSMUST00000196061.1,0
chr9,3032300,3032544,245,*,4701.33417061711,1.69718954569952,0.503796655721926,3.36879875327377,0.00075496529903523,0.00869843171357386,Exon (ENSMUST00000179264.1/ENSMUST00000179264.1, exon 4 of 5),9,3038669,3038743,75,2,100628572,ENSMUST00000195989.1,6199
chr7,93147432,93147659,228,*,30.3580806615046,1.92183049540861,0.570531518017896,3.36849137114337,0.000755807628214841,0.00870699869869246,Distal Intergenic,7,93178983,93184176,5194,2,100040298,ENSMUST00000133910.2,36517
chr15,54952032,54952717,686,*,67.0416383432755,1.29787353050661,0.385558213766609,3.36621937794393,0.000762060760779283,0.00876414614275478,Promoter (<=1kb),15,54952070,54960871,8802,1,102638507,ENSMUST00000228229.1,0
chr14,54333503,54334238,736,*,52.6884451931816,-1.5227536500107,0.452423070209867,-3.36577365363869,0.000763293135619064,0.00877405161026407,Exon (ENSMUST00000196637.1/ENSMUST00000196637.1, exon 1 of 1),14,54360841,54364495,3655,1,69089,ENSMUST00000198107.1,-26603
chr13,69610977,69612182,1206,*,1762.43320978947,-0.426197613214938,0.126627306345075,-3.36576387444821,0.000763320194653725,0.00877405161026407,Promoter (<=1kb),13,69612016,69634334,22319,1,28114,ENSMUST00000109699.10,0
chr10,3973462,3974141,680,*,507.263232948674,-0.559617136387841,0.166286566835076,-3.36537789575554,0.000764388909862687,0.00878061130860251,Promoter (<=1kb),10,3973144,4156111,182968,1,270685,ENSMUST00000043735.7,318
chr14,25534016,25534514,499,*,58.7633332695958,-1.44754831156571,0.430189915126681,-3.36490526780351,0.000765699435516217,0.00879341718734065,Promoter (<=1kb),14,25534439,25534523,85,1,100526533,ENSMUST00000175340.1,0
chr14,19417397,19419682,2286,*,26294.5661582863,1.61202114385844,0.479191147121119,3.36404617143519,0.000768086923196055,0.00881619771530971,Exon (ENSMUST00000177817.1/ENSMUST00000177817.1, exon 1 of 6),14,19594139,19602581,8443,2,432825,ENSMUST00000096121.11,182899
chr1,181143676,181144766,1091,*,427.093178178041,-0.595430684732563,0.177085149140028,-3.36239762410417,0.000772687716848836,0.00885928473382206,Promoter (<=1kb),1,181087138,181144204,57067,2,67459,ENSMUST00000027797.8,0
chr12,114512973,114513736,764,*,193.536594798147,-0.815838635747843,0.242640643357754,-3.36233297298407,0.000772868666560845,0.00885928473382206,Promoter (<=1kb),12,114513635,114513694,60,2,102465664,ENSMUST00000184622.1,0
chr1,172311190,172311954,765,*,252.161530042566,-0.745885588629188,0.221837558585081,-3.3623052533871,0.000772946262000017,0.00885928473382206,Promoter (<=1kb),1,172311771,172319841,8071,1,140559,ENSMUST00000085912.9,0
chr10,128298176,128298591,416,*,34.5607765012249,-1.93913166095744,0.577010288067791,-3.36065352916137,0.000777583008689169,0.00889739062590442,Promoter (<=1kb),10,128296139,128298084,1946,2,83430,ENSMUST00000026449.2,-92
chr2,150217559,150218472,914,*,466.848548888306,0.607306127511346,0.180759155352548,3.35975307212999,0.000780121648249233,0.00892012603927163,Promoter (<=1kb),2,150218073,150240725,22653,1,245174,ENSMUST00000073782.3,0
chr17,27200760,27201183,424,*,73.5734734666994,1.27312984976713,0.379002222882095,3.35916195975239,0.000781792339634574,0.00893280081963279,Promoter (<=1kb),17,27189600,27200471,10872,2,224640,ENSMUST00000236082.1,-289
chr6,8777304,8778609,1306,*,245.498015453179,0.744510632126029,0.222093604319711,3.3522380547901,0.000801610586341195,0.00910730460202977,Promoter (<=1kb),6,8630527,8778154,147628,2,15893,ENSMUST00000115519.7,0
